prompt_id,category,subtype,prompt,expected,n_tok,n_interior,task_ok,top1_prob,top1_token,next_token_entropy,mean_token_logid
p0203,entity_known_unknown,known|p12,Harriet Tubman was born in the year,,9,7,,0.8362576365470886, ,0.5740512013435364,7.338772216014636
p0204,entity_known_unknown,unknown|p12,Harriet Ashden was born in the year,,9,7,,0.8737485408782959, ,0.5882666707038879,7.280790336120721
p0205,entity_known_unknown,known|p13,Samuel Pepys was born in the year,,9,7,,0.8830466866493225, ,0.6079622507095337,7.169416692124368
p0206,entity_known_unknown,unknown|p13,Samuel Holbeck was born in the year,,9,7,,0.8935054540634155, ,0.49452659487724304,7.456535522858906
p0207,entity_known_unknown,known|p14,Robert Hooke was born in the year,,9,7,,0.8926398754119873, ,0.5376618504524231,6.99624469933186
p0208,entity_known_unknown,unknown|p14,Robert Dressel was born in the year,,9,7,,0.8290532827377319, ,0.6372203230857849,7.0925449551706805
p0209,entity_known_unknown,known|p15,Joseph Priestley was born in the year,,9,7,,0.9006466269493103, ,0.471511572599411,7.265082930987593
p0210,entity_known_unknown,unknown|p15,Joseph Larkhem was born in the year,,9,7,,0.8457848429679871, ,0.6005675792694092,7.48952470573746
p0211,obfuscated,rung0_clean|b00,The weather today is quite,,6,4,,0.12971092760562897, nice,3.854271411895752,6.625261000422964
p0212,obfuscated,rung1_typos|b00,The waether today is quite,,7,5,,0.15987628698349, nice,3.809037685394287,7.197151829442968
p0213,obfuscated,rung2_caps|b00,THE wEAtHeR tOdaY is QUITE,,14,12,,0.04577461630105972, c,5.436089515686035,8.511318590488814
p0214,obfuscated,rung3_subst|b00,7h3 w34th3r t0day 1s quit3,,18,16,,0.09992913156747818, ,4.806406021118164,10.278898047330355
p0215,obfuscated,rung0_clean|b01,Please open the front,,5,3,,0.4529796540737152, door,2.493877649307251,6.427524368370643
p0216,obfuscated,rung1_typos|b01,Please open the fornt,,6,4,,0.27201297879219055, door,3.464108467102051,6.075418694496669
p0217,obfuscated,rung2_caps|b01,PlEaSe oPeN tHe Front,,10,8,,0.07516653835773468, d,4.48240852355957,8.064886409051349
p0218,obfuscated,rung3_subst|b01,Pl34s3 0p3n 7h3 fr0nt,,18,16,,0.31817665696144104, ,3.6024551391601562,10.966362018570592
p0219,obfuscated,rung0_clean|b02,She wrote a long,,5,3,,0.16596394777297974, post,3.3463807106018066,6.327098531537898
p0220,obfuscated,rung1_typos|b02,She wrtoe a long,,6,4,,0.2149864286184311, letter,3.4309568405151367,7.281595464717515
p0221,obfuscated,rung2_caps|b02,sHE wRoTE a long,,8,6,,0.13472449779510498, letter,4.582400321960449,7.112408389060817
p0222,obfuscated,rung3_subst|b02,5h3 wro7e a long,,10,8,,0.12405022978782654, time,4.5077972412109375,8.89072711951162
p0223,obfuscated,rung0_clean|b03,They decided to leave the,,6,4,,0.10277926176786423, house,4.389859676361084,6.617672471364909
p0224,obfuscated,rung1_typos|b03,Tehy decided to leave the,,7,5,,0.051072150468826294, game,5.235466003417969,6.827282195935347
p0225,obfuscated,rung2_caps|b03,They dECIDeD to LeAVE ThE,,12,10,,0.4096623957157135,ir,3.4148881435394287,8.152053746160998
p0226,obfuscated,rung3_subst|b03,Th3y d3cid3d 70 le4v3 7h3,,20,18,,0.19535721838474274, ,3.774862289428711,10.804519115602778
p0227,obfuscated,rung0_clean|b04,He carried the heavy,,5,3,,0.16001325845718384, burden,3.9286880493164062,6.612406992783674
p0228,obfuscated,rung1_typos|b04,He carreid the heavy,,6,4,,0.15841642022132874, burden,4.237375736236572,6.777939547095147
p0229,obfuscated,rung2_caps|b04,He caRRIeD ThE HeaVY,,11,9,,0.04360201209783554, b,5.693676471710205,9.261459288055828
p0230,obfuscated,rung3_subst|b04,He c4rri3d 7h3 h3avy,,15,13,,0.15117011964321136, ,4.187376022338867,9.916686268301861
p0231,obfuscated,rung0_clean|b05,We travelled across the,,5,3,,0.22311997413635254, country,3.833559036254883,6.825856139535439
p0232,obfuscated,rung1_typos|b05,We travelled acorss the,,7,5,,0.24949370324611664, country,3.797455310821533,6.486090829320282
p0233,obfuscated,rung2_caps|b05,WE traVelLED ACRosS thE,,10,8,,0.060209207236766815, w,5.1658148765563965,8.488838612565498
p0234,obfuscated,rung3_subst|b05,W3 tr4v3lled acr055 7he,,16,14,,0.22690404951572418, ,4.574455738067627,10.511961466975663
p0235,obfuscated,rung0_clean|b06,I forgot to bring my,,6,4,,0.17065094411373138, camera,4.102726459503174,7.430214688341358
p0236,obfuscated,rung1_typos|b06,I forgot to brnig my,,7,5,,0.1616801619529724, camera,4.280512809753418,7.935410065180901
p0237,obfuscated,rung2_caps|b06,i FORgot TO BrINg my,,9,7,,0.03979495167732239, c,5.474017143249512,8.253515305033778
p0238,obfuscated,rung3_subst|b06,1 f0rgo7 70 br1ng my,,14,12,,0.20368541777133942, ,4.532052040100098,9.626036336637767
p0239,obfuscated,rung0_clean|b07,The train arrived at the,,6,4,,0.579348087310791, station,2.530531644821167,6.443814992837537
p0240,obfuscated,rung1_typos|b07,The tarin arrived at the,,7,5,,0.11201361566781998, airport,4.782656669616699,6.386056936890592
p0241,obfuscated,rung2_caps|b07,THE tRAiN ArRivEd at THe,,11,9,,0.053600069135427475, St,5.28580904006958,7.632680356356533
p0242,obfuscated,rung3_subst|b07,The tr4in arr1v3d 47 th3,,15,13,,0.2673487663269043,r,3.6813573837280273,9.798639595557198
p0243,obfuscated,rung0_clean|b08,The children played in the,,6,4,,0.15879613161087036, snow,3.7762699127197266,6.1948914442544725
p0244,obfuscated,rung1_typos|b08,The children palyed in the,,8,6,,0.12578772008419037, snow,3.9506607055664062,6.133263981130553
p0245,obfuscated,rung2_caps|b08,THE cHiLDREN PLaYEd iN tHE,,14,12,,0.07207862287759781, s,5.045361518859863,8.13148736511191
p0246,obfuscated,rung3_subst|b08,7h3 ch1ldr3n pl4yed in th3,,15,13,,0.215224027633667,ir,4.279886245727539,9.957550929908974
p0247,obfuscated,rung0_clean|b09,My sister bought a new,,6,4,,0.2203385829925537, car,3.753675937652588,6.741261480994557
p0248,obfuscated,rung1_typos|b09,My ssiter bought a new,,7,5,,0.2263304889202118, car,3.801844358444214,6.968461285548542
p0249,obfuscated,rung2_caps|b09,MY sIstEr bOughT a new,,11,9,,0.1483474224805832, car,4.506267070770264,8.123095764599675
p0250,obfuscated,rung3_subst|b09,My s1s73r bough7 4 n3w,,15,13,,0.13492006063461304, ,5.202692985534668,10.50293496176898
p0251,obfuscated,rung0_clean|b10,The river flows past the,,6,4,,0.09360085427761078, town,4.51683235168457,6.854698402987982
p0252,obfuscated,rung1_typos|b10,The rvier flows past the,,7,5,,0.1328601837158203, dam,5.339962959289551,6.77387704830065
p0253,obfuscated,rung2_caps|b10,the RiVeR flowS paST tHe,,11,9,,0.0726456567645073, b,5.504780292510986,7.967223158970773
p0254,obfuscated,rung3_subst|b10,7he r1v3r fl0w5 p457 7h3,,20,18,,0.22133709490299225, ,3.8986239433288574,10.70223300716374
